Artist,Album,Track,Time,day
The Lawrence Arms,We Are the Champions of the World: The Best Of,Sixteen Hours,9/10/20 19:56,Thursday
The Lawrence Arms,We Are the Champions of the World: The Best Of,Brickwall Views,9/10/20 19:52,Thursday
The Lawrence Arms,We Are the Champions of the World: The Best Of,Boatless Booze Cruise Part 1,9/10/20 19:49,Thursday
The Lawrence Arms,We Are the Champions of the World: The Best Of,You Are Here,9/10/20 19:46,Thursday
The Lawrence Arms,We Are the Champions of the World: The Best Of,Like a Record Player,9/10/20 19:44,Thursday
The Lawrence Arms,We Are the Champions of the World: The Best Of,Light Breathing (Me and Martha Plimpton in a Fancy Elevator),9/10/20 19:41,Thursday
The Lawrence Arms,We Are the Champions of the World: The Best Of,The Ramblin' Boys of Pleasure,9/10/20 19:38,Thursday
The Lawrence Arms,We Are the Champions of the World: The Best Of,Chapter 13: The Hero Appears,9/10/20 19:35,Thursday
The Lawrence Arms,We Are the Champions of the World: The Best Of,Seventeener (17th and 37th),9/10/20 19:33,Thursday
The Lawrence Arms,We Are the Champions of the World: The Best Of,Right as Rain Part 2,9/10/20 19:30,Thursday
The Lawrence Arms,We Are the Champions of the World: The Best Of,Are You There Margaret? It's Me God.,9/10/20 19:26,Thursday
The Lawrence Arms,We Are the Champions of the World: The Best Of,The Slowest Drink at the Saddest Bar on the Snowiest Day in the Greatest City,9/10/20 19:23,Thursday
The Lawrence Arms,We Are the Champions of the World: The Best Of,Quincentuple Your Money,9/10/20 19:20,Thursday
The Lawrence Arms,We Are the Champions of the World: The Best Of,Beautiful Things,9/10/20 19:17,Thursday
The Lawrence Arms,We Are the Champions of the World: The Best Of,The Devil's Takin' Names,9/10/20 19:15,Thursday
The Lawrence Arms,We Are the Champions of the World: The Best Of,100 Resolutions,9/10/20 19:12,Thursday
The Lawrence Arms,We Are the Champions of the World: The Best Of,Alert the Audience!,9/10/20 19:10,Thursday
The Lawrence Arms,We Are the Champions of the World: The Best Of,Great Lakes/Great Escapes,9/10/20 19:07,Thursday
The Lawrence Arms,We Are the Champions of the World: The Best Of,On With the Show,9/10/20 19:05,Thursday
Whiskeytown,strangers almanac (deluxe edition),Somebody Remembers The Rose,9/10/20 15:28,Thursday
Whiskeytown,strangers almanac (deluxe edition),Losering,9/10/20 15:24,Thursday
Whiskeytown,strangers almanac (deluxe edition),Avenues,9/10/20 15:22,Thursday
Whiskeytown,strangers almanac (deluxe edition),Waiting To Derail,9/10/20 15:18,Thursday
Whiskeytown,strangers almanac (deluxe edition),Dancing With The Women At The Bar,9/10/20 15:13,Thursday
Whiskeytown,strangers almanac (deluxe edition),Turn Around,9/10/20 15:08,Thursday
Whiskeytown,strangers almanac (deluxe edition),Houses On The Hill,9/10/20 15:05,Thursday
Whiskeytown,strangers almanac (deluxe edition),Everything I Do,9/10/20 15:01,Thursday
Whiskeytown,strangers almanac (deluxe edition),16 Days,9/10/20 14:57,Thursday
Whiskeytown,strangers almanac (deluxe edition),Yesterday's News,9/10/20 14:54,Thursday
Whiskeytown,strangers almanac (deluxe edition),Excuse Me While I Break My Own Heart Tonight,9/10/20 14:51,Thursday
Whiskeytown,strangers almanac (deluxe edition),Inn Town,9/10/20 14:45,Thursday
Built to Spill,There's Nothing Wrong With Love,Stab,9/10/20 13:58,Thursday
Dinosaur Jr.,Green Mind,The Wagon,9/10/20 2:01,Thursday
The Replacements,Dead Man's Pop,Talent Show - Matt Wallace Mix,9/10/20 1:57,Thursday
The Replacements,Let It Be,Answering Machine,9/10/20 1:54,Thursday
The Replacements,Let It Be,Sixteen Blue,9/10/20 1:49,Thursday
The Replacements,Let It Be,Gary's Got a Boner,9/10/20 1:47,Thursday
The Replacements,Let It Be,Seen Your Video,9/10/20 1:43,Thursday
The Replacements,Let It Be,Unsatisfied,9/10/20 1:39,Thursday
The Replacements,Let It Be,Black Diamond,9/10/20 1:36,Thursday
The Replacements,Let It Be,Androgynous,9/10/20 1:33,Thursday
The Replacements,Let It Be,Tommy Gets His Tonsils Out,9/10/20 1:31,Thursday
The Replacements,Let It Be,We're Comin' Out,9/10/20 1:29,Thursday
The Replacements,Let It Be,Favorite Thing,9/10/20 1:27,Thursday
The Replacements,Let It Be,I Will Dare,9/10/20 1:23,Thursday
The Replacements,Sorry Ma Forgot to Take Out the Trash (Expanded),Takin' a Ride,9/10/20 1:21,Thursday
The Replacements,Sorry Ma Forgot to Take Out the Trash,Raised in the City,9/10/20 1:19,Thursday
The Replacements,Sorry Ma Forgot to Take Out the Trash,Shutup,9/10/20 1:18,Thursday
The Replacements,Sorry Ma Forgot to Take Out the Trash,Love You Till Friday,9/10/20 1:16,Thursday
The Replacements,Sorry Ma Forgot to Take Out the Trash,I'm in Trouble,9/10/20 1:14,Thursday
The Replacements,Sorry Ma Forgot to Take Out the Trash,Somethin to Dü,9/10/20 1:12,Thursday
The Replacements,Sorry Ma Forgot to Take Out the Trash,Don't Ask Why,9/10/20 1:10,Thursday
The Replacements,Sorry Ma Forgot to Take Out the Trash,More Cigarettes,9/10/20 1:09,Thursday
The Replacements,Sorry Ma Forgot to Take Out the Trash,Shiftless When Idle,9/10/20 1:07,Thursday
The Replacements,Sorry Ma Forgot to Take Out the Trash,Johnny's Gonna Die,9/10/20 1:03,Thursday
The Replacements,Sorry Ma Forgot to Take Out the Trash,I Hate Music,9/10/20 1:01,Thursday
The Replacements,Sorry Ma Forgot to Take Out the Trash,Rattlesnake,9/10/20 0:55,Thursday
The Replacements,Sorry Ma Forgot to Take Out the Trash,I Bought a Headache,9/10/20 0:52,Thursday
The Replacements,Sorry Ma Forgot to Take Out the Trash,Otto,9/10/20 0:50,Thursday
The Replacements,Sorry Ma Forgot to Take Out the Trash,Kick Your Door Down,9/10/20 0:47,Thursday
The Replacements,Sorry Ma Forgot to Take Out the Trash,Hangin' Downtown,9/10/20 0:45,Thursday
The Replacements,Sorry Ma Forgot to Take Out the Trash,Customer,9/10/20 0:44,Thursday
The Replacements,Sorry Ma Forgot to Take Out the Trash,Careless,9/10/20 0:42,Thursday
The Replacements,Sorry Ma Forgot to Take Out the Trash,Takin' a Ride,9/10/20 0:40,Thursday
And So I Watch You From Afar,And So I Watch You From Afar,Start a Band,9/9/20 19:49,Wednesday
And So I Watch You From Afar,And So I Watch You From Afar,I Capture Castles,9/9/20 17:58,Wednesday
And So I Watch You From Afar,And So I Watch You From Afar,Clench Fists Grit Teeth​.​.​.​Go!,9/9/20 17:52,Wednesday
And So I Watch You From Afar,And So I Watch You From Afar,A Little Bit of Solidarity Goes a Long Way,9/9/20 17:44,Wednesday
And So I Watch You From Afar,Successors,Radaghast,9/9/20 17:40,Wednesday
And So I Watch You From Afar,Successors,Odd Seal,9/9/20 17:35,Wednesday
And So I Watch You From Afar,Successors,Arpanoid,9/9/20 17:30,Wednesday
Joe Strummer,Streetcore,Coma Girl,9/9/20 17:23,Wednesday
The Replacements,Stink (Expanded),Staples in Her Stomach - Outtake,9/9/20 16:49,Wednesday
The Modern Lovers,The Modern Lovers,Roadrunner,9/9/20 16:45,Wednesday
Drive Like Jehu,Yank Crime,Do You Compute,9/9/20 16:38,Wednesday
Wire,Pink Flag,Ex Lion Tamer - 2006 Remastered Version,9/9/20 16:35,Wednesday
The Smiths,The Sound of the Smiths (Deluxe; 2008 Remaster),Wonderful Woman - 2008 Remaster,9/9/20 16:32,Wednesday
Fugazi,In On the Kill Taker,Returning the Screw,9/9/20 16:29,Wednesday
Slint,spiderland (remastered),nosferatu man - remastered,9/9/20 16:23,Wednesday
Do Make Say Think,Stubborn Persistent Illusions,And Boundless,9/9/20 16:16,Wednesday
The Replacements,Let It Be,Favorite Thing,9/9/20 16:14,Wednesday
The dB's,Stands For Decibels,Black And White,9/9/20 16:11,Wednesday
Drive Like Jehu,Yank Crime,Golden Brown,9/9/20 16:07,Wednesday
MDC,Millions of Dead Cops - Millennium Edition (Remastered),I Remember - Millions of Dead Cops - Full Length,9/9/20 16:05,Wednesday
Slint,spiderland (remastered),Good Morning Captain - demo,9/9/20 15:58,Wednesday
The Modern Lovers,The Modern Lovers,Old World,9/9/20 15:54,Wednesday
Wipers,Best Of The Wipers And Greg Sage,Nothing Left To Lose,9/9/20 15:49,Wednesday
Swans,Filth,Stay Here,9/9/20 15:43,Wednesday
The Clash,London Calling (Legacy Edition),Train in Vain (Stand by Me),9/9/20 15:06,Wednesday
Fugazi,In On the Kill Taker,Instrument,9/9/20 15:02,Wednesday
The Smiths,The Sound of the Smiths (Deluxe; 2008 Remaster),Oscillate Wildly - Instrumental; 2008 Remaster,9/9/20 14:58,Wednesday
Thompson Twins,Here's to Future Days,King For A Day,9/9/20 14:53,Wednesday
The Replacements,Tim,Bastards of Young,9/9/20 14:50,Wednesday
Mission of Burma,Signals Calls and Marches,That's When I Reach for My Revolver,9/9/20 14:46,Wednesday
Oasis,(What's The Story) Morning Glory? (Deluxe Edition) [Remastered],Don't Look Back in Anger,9/9/20 14:41,Wednesday
Sting,Ten Summoner's Tales,Epilogue (Nothing 'Bout Me),9/9/20 14:37,Wednesday
Faraquet,The View from This Tower,Cut Self Not,9/9/20 14:34,Wednesday
Howard Jones,Best Of,Things Can Only Get Better,9/9/20 14:30,Wednesday
Slint,spiderland (remastered),Todd's Song - post-Spiderland song in progress,9/9/20 14:23,Wednesday
The Cramps,Smell of Female,Surfin' Dead,9/9/20 14:18,Wednesday
The Cramps,Smell of Female,She Said,9/9/20 14:13,Wednesday
The Cramps,Smell of Female,Beautiful Gardens,9/9/20 14:10,Wednesday
The Cramps,Smell of Female,Psychotic Reaction,9/9/20 14:06,Wednesday
The Cramps,Smell of Female,I Ain't Nuthin' But a Gorehound,9/9/20 14:03,Wednesday
The Cramps,Smell of Female,Faster Pussycat,9/9/20 14:00,Wednesday
The Cramps,Smell of Female,Call of the Wighat,9/9/20 13:56,Wednesday
The Cramps,Smell of Female,You Got Good Taste,9/9/20 13:53,Wednesday
Joy Division,Substance,Warsaw - 2010 Remaster,9/9/20 0:08,Wednesday
The Cramps,Smell of Female,Thee Most Exalted Potentate of Love,9/8/20 20:04,Tuesday
Howard Jones,Best Of,Things Can Only Get Better,9/8/20 20:00,Tuesday
The Replacements,All For Nothing / Nothing For All,Birthday Gal,9/8/20 19:56,Tuesday
Slint,spiderland (remastered),washer - remastered,9/8/20 19:48,Tuesday
Drive Like Jehu,Yank Crime,Golden Brown,9/8/20 15:21,Tuesday
Drive Like Jehu,Yank Crime,Do You Compute,9/8/20 15:14,Tuesday
Drive Like Jehu,Yank Crime,Here Come The Rome Plows,9/8/20 15:08,Tuesday
All,Allroy's Revenge,Gnutheme,9/8/20 15:07,Tuesday
We The Heathens,The Blood Behind The Dam,Neurotic Decay,9/7/20 21:43,Monday
Descendents,I Don't Want to Grow Up,Good Good Things,9/7/20 21:41,Monday
Green Day,Insomniac,Bab's Uvula Who?,9/7/20 21:38,Monday
Pkew Pkew Pkew,PKEW PKEW PKEW,Asshole Pandemic,9/7/20 21:36,Monday
The Lawrence Arms,We Are the Champions of the World: The Best Of,Alert the Audience!,9/7/20 21:34,Monday
Brendan Kelly and the Wandering Birds,I'd Rather Die Than Live Forever,Suffer the Children Come Unto Me,9/7/20 21:31,Monday
Alkaline Trio,Goddamnit!,Cringe,9/7/20 21:28,Monday
Banner Pilot,Heart Beats Pacific,Red Line,9/7/20 21:25,Monday
The Menzingers,On the Impossible Past,I Can't Seem to Tell,9/7/20 21:22,Monday
Jawbreaker,Bivouac (Remastered),Chesterfield King,9/7/20 21:18,Monday
None More Black,Icons,Here Comes Devereux,9/7/20 21:14,Monday
The Offspring,Smash (2008 Remaster),Not the One,9/7/20 21:11,Monday
Banner Pilot,Heart Beats Pacific,Forty Degrees,9/7/20 21:08,Monday
The Lawrence Arms,Ghost Stories,Sixteen Hours,9/7/20 21:07,Monday
My Bloody Valentine,Loveless,Soon,9/7/20 20:59,Monday
My Bloody Valentine,Loveless,What You Want,9/7/20 20:54,Monday
My Bloody Valentine,Loveless,Blown a Wish,9/7/20 20:50,Monday
My Bloody Valentine,Loveless,Sometimes,9/7/20 20:45,Monday
My Bloody Valentine,Loveless,Come In Alone,9/7/20 20:41,Monday
My Bloody Valentine,Loveless,I Only Said,9/7/20 20:35,Monday
My Bloody Valentine,Loveless,When You Sleep,9/7/20 20:31,Monday
My Bloody Valentine,Loveless,To Here Knows When,9/7/20 20:25,Monday
Mission of Burma,Signals Calls and Marches,That's When I Reach for My Revolver,9/7/20 19:58,Monday
Galaxie 500,On Fire,Strange,9/7/20 19:55,Monday
Red House Painters,Old Ramon,Between Days,9/7/20 19:46,Monday
My Bloody Valentine,Loveless,Sometimes,9/7/20 19:41,Monday
The Dismemberment Plan,Emergency & I,What Do You Want Me to Say?,9/7/20 19:36,Monday
Fugazi,13 Songs,Waiting Room,9/7/20 19:33,Monday
Slint,spiderland (remastered),Good Morning Captain - demo,9/7/20 19:26,Monday
Slint,spiderland (remastered),Washer - basement practice,9/7/20 19:21,Monday
Slint,spiderland (remastered),Nosferatu Man - basement practice,9/7/20 19:14,Monday
Slint,spiderland (remastered),good morning captain - remastered,9/7/20 19:06,Monday
Slint,spiderland (remastered),for dinner… - remastered,9/7/20 19:01,Monday
Slint,spiderland (remastered),washer - remastered,9/7/20 18:52,Monday
Slint,spiderland (remastered),don aman - remastered,9/7/20 18:46,Monday
Slint,spiderland (remastered),nosferatu man - remastered,9/7/20 18:31,Monday
Slint,spiderland (remastered),breadcrumb trail - remastered,9/7/20 18:26,Monday
Slint,spiderland (remastered),Todd's Song - post-Spiderland song in progress,9/6/20 18:03,Sunday
Slint,spiderland (remastered),Glenn - Spiderland outtake,9/6/20 17:48,Sunday
Slint,spiderland (remastered),Pam - rough mix Spiderland outtake,9/6/20 17:43,Sunday
Slint,spiderland (remastered),Good Morning Captain - demo,9/6/20 17:35,Sunday
Slint,spiderland (remastered),Washer - basement practice,9/6/20 17:30,Sunday
Slint,spiderland (remastered),Nosferatu Man - basement practice,9/6/20 17:23,Sunday
Slint,spiderland (remastered),good morning captain - remastered,9/6/20 17:08,Sunday
Slint,spiderland (remastered),for dinner… - remastered,9/6/20 17:02,Sunday
Slint,spiderland (remastered),washer - remastered,9/6/20 16:53,Sunday
Slint,spiderland (remastered),don aman - remastered,9/6/20 16:46,Sunday
Slint,spiderland (remastered),good morning captain - remastered,9/6/20 16:46,Sunday
The Modern Lovers,The Modern Lovers,Old World,9/5/20 23:13,Saturday
The Modern Lovers,The Modern Lovers,Astral Plane,9/5/20 23:10,Saturday
The Modern Lovers,The Modern Lovers,Roadrunner,9/5/20 23:06,Saturday
The Spanish Candles,Triple Date in Paradise,Fritters,9/5/20 23:03,Saturday
Washed Out,Within and Without,Amor Fati,9/5/20 22:59,Saturday
Night Moves,Carl Sagan EP,Maria,9/5/20 22:53,Saturday
Boards of Canada,Music Has the Right to Children,Roygbiv,9/5/20 22:51,Saturday
M83,DSVII,Goodbye Captain Lee,9/5/20 22:47,Saturday
St. Vincent,St. Vincent,Prince Johnny,9/5/20 22:27,Saturday
Diarrhea Planet,Turn To Gold,Lie Down,9/5/20 22:23,Saturday
Slint,spiderland (remastered),good morning captain - remastered,9/5/20 21:42,Saturday
Slint,spiderland (remastered),Nosferatu Man - basement practice,9/5/20 21:35,Saturday
Third Eye Blind,Third Eye Blind,Burning Man,9/5/20 2:07,Saturday
Third Eye Blind,Third Eye Blind,Thanks A Lot,9/5/20 2:02,Saturday
Third Eye Blind,Third Eye Blind,How's It Going To Be,9/5/20 1:58,Saturday
Third Eye Blind,Third Eye Blind,Graduate,9/5/20 1:54,Saturday
Jawbreaker,Dear You,Lurker II: Dark Son Of Night,9/5/20 1:52,Saturday
The Lawrence Arms,We Are the Champions of the World: The Best Of,An Evening of Extraordinary Circumstance,9/5/20 1:14,Saturday
The Lawrence Arms,We Are the Champions of the World: The Best Of,Turnstiles,9/5/20 1:08,Saturday
The Lawrence Arms,We Are the Champions of the World: The Best Of,Sixteen Hours,9/5/20 1:07,Saturday
The Lawrence Arms,We Are the Champions of the World: The Best Of,Brickwall Views,9/5/20 1:03,Saturday
The Lawrence Arms,We Are the Champions of the World: The Best Of,Boatless Booze Cruise Part 1,9/5/20 1:00,Saturday
The Lawrence Arms,We Are the Champions of the World: The Best Of,You Are Here,9/5/20 0:57,Saturday
The Lawrence Arms,We Are the Champions of the World: The Best Of,Like a Record Player,9/5/20 0:55,Saturday
The Lawrence Arms,We Are the Champions of the World: The Best Of,Light Breathing (Me and Martha Plimpton in a Fancy Elevator),9/5/20 0:52,Saturday
The Lawrence Arms,We Are the Champions of the World: The Best Of,The Ramblin' Boys of Pleasure,9/5/20 0:49,Saturday
The Lawrence Arms,We Are the Champions of the World: The Best Of,Chapter 13: The Hero Appears,9/5/20 0:46,Saturday
The Lawrence Arms,We Are the Champions of the World: The Best Of,Seventeener (17th and 37th),9/5/20 0:44,Saturday
The Lawrence Arms,We Are the Champions of the World: The Best Of,Right as Rain Part 2,9/5/20 0:41,Saturday
The Lawrence Arms,We Are the Champions of the World: The Best Of,Are You There Margaret? It's Me God.,9/5/20 0:37,Saturday
The Lawrence Arms,We Are the Champions of the World: The Best Of,The Slowest Drink at the Saddest Bar on the Snowiest Day in the Greatest City,9/5/20 0:34,Saturday
The Lawrence Arms,We Are the Champions of the World: The Best Of,Quincentuple Your Money,9/5/20 0:31,Saturday
The Lawrence Arms,We Are the Champions of the World: The Best Of,Beautiful Things,9/5/20 0:28,Saturday
The Lawrence Arms,We Are the Champions of the World: The Best Of,The Devil's Takin' Names,9/5/20 0:26,Saturday
The Lawrence Arms,We Are the Champions of the World: The Best Of,100 Resolutions,9/5/20 0:23,Saturday
The Lawrence Arms,We Are the Champions of the World: The Best Of,Alert the Audience!,9/5/20 0:20,Saturday
The Lawrence Arms,We Are the Champions of the World: The Best Of,Great Lakes/Great Escapes,9/5/20 0:18,Saturday
The Lawrence Arms,We Are the Champions of the World: The Best Of,On With the Show,9/5/20 0:16,Saturday
Titus Andronicus,An Obelisk,My Body And Me,9/4/20 15:23,Friday
Titus Andronicus,An Obelisk,(I Blame) Society,9/4/20 15:20,Friday
Titus Andronicus,Local Business,Tried To Quit Smoking,9/3/20 23:01,Thursday
Titus Andronicus,Local Business,(I Am The) Electric Man,9/3/20 22:57,Thursday
Titus Andronicus,Local Business,In a Small Body,9/3/20 22:51,Thursday
Titus Andronicus,Local Business,In a Big City,9/3/20 22:02,Thursday
Titus Andronicus,Local Business,Titus Andronicus VS. the Absurd Universe (3rd Round KO),9/3/20 22:00,Thursday
Titus Andronicus,Local Business,Food Fight!,9/3/20 21:44,Thursday
Titus Andronicus,Local Business,Upon Viewing Oregon's Landscape With the Flood of Detritus,9/3/20 21:40,Thursday
Titus Andronicus,Local Business,Still Life With Hot Deuce On Silver Platter,9/3/20 21:34,Thursday
Titus Andronicus,Local Business,Ecce Homo,9/3/20 21:29,Thursday
Titus Andronicus,An Obelisk,Tumult Around The World,9/3/20 21:15,Thursday
Titus Andronicus,An Obelisk,The Lion Inside,9/3/20 21:10,Thursday
Titus Andronicus,An Obelisk,Within The Gravitron,9/3/20 21:05,Thursday
Titus Andronicus,An Obelisk,On The Street,9/3/20 21:03,Thursday
Titus Andronicus,An Obelisk,Beneath The Boot,9/3/20 21:02,Thursday
Titus Andronicus,An Obelisk,Hey Ma,9/3/20 20:56,Thursday
Titus Andronicus,An Obelisk,My Body And Me,9/3/20 20:53,Thursday
Titus Andronicus,An Obelisk,(I Blame) Society,9/3/20 20:49,Thursday
Titus Andronicus,An Obelisk,Troubleman Unlimited,9/3/20 20:45,Thursday
Titus Andronicus,An Obelisk,Just Like Ringing A Bell,9/3/20 20:41,Thursday
Titus Andronicus,An Obelisk,Troubleman Unlimited,9/3/20 17:21,Thursday
Titus Andronicus,An Obelisk,Tumult Around The World,9/3/20 17:16,Thursday
Titus Andronicus,An Obelisk,Tumult Around The World,9/3/20 15:20,Thursday
Titus Andronicus,An Obelisk,The Lion Inside,9/3/20 15:15,Thursday
Titus Andronicus,An Obelisk,Within The Gravitron,9/3/20 15:10,Thursday
Titus Andronicus,An Obelisk,On The Street,9/3/20 15:08,Thursday
Titus Andronicus,An Obelisk,Beneath The Boot,9/3/20 15:07,Thursday
Titus Andronicus,An Obelisk,Hey Ma,9/3/20 15:01,Thursday
Titus Andronicus,An Obelisk,My Body And Me,9/3/20 14:58,Thursday
Titus Andronicus,An Obelisk,(I Blame) Society,9/3/20 14:54,Thursday
Titus Andronicus,An Obelisk,Troubleman Unlimited,9/3/20 14:50,Thursday
Titus Andronicus,An Obelisk,Just Like Ringing A Bell,9/3/20 14:46,Thursday
Birds in Row,We Already Lost The World,Fossils,9/3/20 0:15,Thursday
Birds in Row,We Already Lost The World,Morning,9/3/20 0:10,Thursday
Birds in Row,We Already Lost The World,Triste Sire,9/3/20 0:09,Thursday
Birds in Row,We Already Lost The World,15-38,9/3/20 0:05,Thursday
Birds in Row,We Already Lost The World,I Don't Dance,9/3/20 0:02,Thursday
Birds in Row,We Already Lost The World,Remember Us Better Than We Are,9/2/20 23:51,Wednesday
Birds in Row,We Already Lost The World,We Vs. Us,9/2/20 23:46,Wednesday
Birds in Row,We Already Lost The World,Love Is Political,9/2/20 23:43,Wednesday
Birds in Row,We Already Lost The World,We Count So We Don't Have To Listen,9/2/20 23:40,Wednesday
Titus Andronicus,Local Business,(I Am The) Electric Man,9/2/20 20:45,Wednesday
Titus Andronicus,Local Business,In a Small Body,9/2/20 20:39,Wednesday
Titus Andronicus,Local Business,In a Big City,9/2/20 20:35,Wednesday
Titus Andronicus,Local Business,Titus Andronicus VS. the Absurd Universe (3rd Round KO),9/2/20 20:33,Wednesday
Titus Andronicus,Local Business,My Eating Disorder,9/2/20 20:25,Wednesday
Titus Andronicus,Local Business,Food Fight!,9/2/20 20:24,Wednesday
Titus Andronicus,Local Business,Upon Viewing Oregon's Landscape With the Flood of Detritus,9/2/20 20:20,Wednesday
Titus Andronicus,Local Business,Still Life With Hot Deuce On Silver Platter,9/2/20 20:15,Wednesday
Titus Andronicus,Local Business,Ecce Homo,9/2/20 20:10,Wednesday
Titus Andronicus,The Monitor,The Battle of Hampton Roads,9/2/20 18:27,Wednesday
Titus Andronicus,The Monitor,...And Ever,9/2/20 18:25,Wednesday
Titus Andronicus,The Monitor,To Old Friends and New,9/2/20 18:17,Wednesday
Titus Andronicus,The Monitor,Theme From “Cheers,9/2/20 18:12,Wednesday
Titus Andronicus,The Monitor,Four Score and Seven,9/2/20 18:04,Wednesday
Titus Andronicus,The Monitor,A Pot in Which to Piss,9/2/20 17:55,Wednesday
Titus Andronicus,The Monitor,Richard II Or Extraordinary Popular Dimensions And The Madness Of Crowds (Responsible Hate Anthem),9/2/20 17:50,Wednesday
Titus Andronicus,The Monitor,No Future Part Three: Escape from No Future,9/2/20 17:45,Wednesday
Titus Andronicus,The Monitor,Titus Andronicus Forever,9/2/20 17:43,Wednesday
Titus Andronicus,The Monitor,A More Perfect Union,9/2/20 17:35,Wednesday
Slint,Tweez,Nan Ding,9/2/20 16:13,Wednesday
Slint,Tweez,Ron,9/2/20 16:11,Wednesday
Tortoise,Standards,Seneca,9/2/20 16:04,Wednesday
Slint,spiderland (remastered),good morning captain - remastered,9/2/20 15:56,Wednesday
Slint,spiderland (remastered),Washer - basement practice,9/2/20 15:22,Wednesday
Slint,spiderland (remastered),Nosferatu Man - basement practice,9/2/20 15:15,Wednesday
Titus Andronicus,An Obelisk,The Lion Inside,9/1/20 22:15,Tuesday
Titus Andronicus,An Obelisk,Within The Gravitron,9/1/20 20:41,Tuesday
Titus Andronicus,An Obelisk,On The Street,9/1/20 20:40,Tuesday
Titus Andronicus,An Obelisk,Beneath The Boot,9/1/20 20:38,Tuesday
Titus Andronicus,An Obelisk,Hey Ma,9/1/20 20:33,Tuesday
Titus Andronicus,An Obelisk,My Body And Me,9/1/20 20:29,Tuesday
Titus Andronicus,An Obelisk,(I Blame) Society,9/1/20 20:24,Tuesday
Titus Andronicus,An Obelisk,Troubleman Unlimited,9/1/20 20:19,Tuesday
Titus Andronicus,An Obelisk,Troubleman Unlimited,9/1/20 15:21,Tuesday
Titus Andronicus,An Obelisk,Just Like Ringing A Bell,9/1/20 15:15,Tuesday
Fugazi,In On the Kill Taker,Instrument,8/31/20 21:13,Monday
Fugazi,In On the Kill Taker,Walken's Syndrome,8/31/20 21:10,Monday
Fugazi,In On the Kill Taker,Great Cop,8/31/20 21:08,Monday
Fugazi,In On the Kill Taker,Cassavetes,8/31/20 21:05,Monday
Fugazi,In On the Kill Taker,Sweet and Low,8/31/20 21:02,Monday
Fugazi,In On the Kill Taker,23 Beats Off,8/31/20 20:55,Monday
Fugazi,In On the Kill Taker,Rend It,8/31/20 20:51,Monday
Fugazi,In On the Kill Taker,Smallpox Champion,8/31/20 20:47,Monday
Fugazi,In On the Kill Taker,Returning the Screw,8/31/20 20:44,Monday
Fugazi,In On the Kill Taker,Public Witness Program,8/31/20 20:42,Monday
Fugazi,In On the Kill Taker,Facet Squared,8/31/20 20:39,Monday
Titus Andronicus,The Most Lamentable Tragedy,Stable Boy,8/31/20 18:59,Monday
Titus Andronicus,The Most Lamentable Tragedy,No Future Part V : In Endless Dreaming,8/31/20 18:54,Monday
Titus Andronicus,The Most Lamentable Tragedy,Into the Void ( Filler ),8/31/20 18:50,Monday
Titus Andronicus,The Most Lamentable Tragedy,The Fall,8/31/20 18:49,Monday
Titus Andronicus,The Most Lamentable Tragedy,I'm Going Insane ( Finish Him ),8/31/20 18:47,Monday
Titus Andronicus,The Most Lamentable Tragedy,A Pair of Brown Eyes,8/31/20 16:54,Monday
Titus Andronicus,The Most Lamentable Tragedy,Come On Siobhán,8/31/20 16:50,Monday
Titus Andronicus,The Most Lamentable Tragedy,Please,8/31/20 16:49,Monday
Titus Andronicus,The Most Lamentable Tragedy,Fatal Flaw,8/31/20 16:27,Monday
Titus Andronicus,The Most Lamentable Tragedy,Funny Feeling,8/31/20 16:23,Monday
Titus Andronicus,The Most Lamentable Tragedy,(S)HE SAID / (S)HE SAID,8/31/20 16:14,Monday
Titus Andronicus,The Most Lamentable Tragedy,Sun Salutation,8/31/20 16:13,Monday
Titus Andronicus,The Most Lamentable Tragedy,[ intermission ],8/31/20 16:12,Monday
Titus Andronicus,The Most Lamentable Tragedy,More Perfect Union,8/31/20 16:02,Monday
Titus Andronicus,The Most Lamentable Tragedy,Dimed Out,8/31/20 15:59,Monday
Titus Andronicus,The Most Lamentable Tragedy,Fired Up,8/31/20 15:55,Monday
Titus Andronicus,The Most Lamentable Tragedy,Mr. E. Mann,8/31/20 15:52,Monday
Titus Andronicus,The Most Lamentable Tragedy,I Lost My Mind ( DJ ),8/31/20 15:50,Monday
Titus Andronicus,The Most Lamentable Tragedy,Lookalike,8/31/20 15:49,Monday
Titus Andronicus,The Most Lamentable Tragedy,The Magic Morning,8/31/20 15:48,Monday
Titus Andronicus,The Most Lamentable Tragedy,Look Alive,8/31/20 15:48,Monday
Titus Andronicus,The Most Lamentable Tragedy,I Lost My Mind ( +@ ),8/31/20 15:43,Monday
Titus Andronicus,The Most Lamentable Tragedy,Lonely Boy,8/31/20 15:38,Monday
Titus Andronicus,The Most Lamentable Tragedy,Stranded ( On My Own ),8/31/20 15:34,Monday
Titus Andronicus,The Most Lamentable Tragedy,No Future Part IV : No Future Triumphant,8/31/20 15:29,Monday
The Chemical Brothers,Further,Wonders of the Deep,8/31/20 0:50,Monday
The Chemical Brothers,Further,K+D+B,8/31/20 0:45,Monday
The Chemical Brothers,Further,Swoon,8/31/20 0:39,Monday
The Chemical Brothers,Further,Horse Power,8/31/20 0:33,Monday
The Chemical Brothers,Further,Dissolve,8/31/20 0:26,Monday
The Chemical Brothers,Further,Another World,8/31/20 0:21,Monday
